chain_id,chain_family,chain_number,display_name,standard,pitch_in,pitch_mm,strands,status,provenance,needs_review,description,application_tags,materials_available,options_upgrades,roller_dia_in,roller_dia_mm,inner_width_in,inner_width_mm,pin_dia_in,pin_dia_mm,plate_height_in,plate_height_mm,weight_lbs_ft,weight_kg_m,extra_dims_json,tensile_lbs,tensile_kn,working_load_lbs,working_load_kn,temp_min_c,temp_max_c,lubrication,perf_source,pn_tsubaki,pn_donghua,pn_canam,pn_macchain,pn_rexnord,pn_linkbelt,pn_renold,pn_jeffrey,pn_webster,image_url,drawing_url,uniking_notes
RENOLD-795034,Engineered Class Chains,795034,Renold 795034 Car conveyor chain,,6,152.4,1,Active,catalog-verified,TRUE,Car conveyor chain,"engineered,conveyor,special application",alloy steel,,,,,,,,,,,,,35970,160,,,,,,"Renold Conveyor Chain Catalogue (Renold/Jeffrey, renold.com)",,,,,,,795034,,,,,Renold special-engineered chain from application gallery; catalog gives chain no + pitch + breaking load only (no full dim table) -> dims blank.
RENOLD-171044,Engineered Class Chains,171044,Renold 171044 Overhead/packaging conveyor chain (outboard rollers),,11.024,280,1,Active,catalog-verified,TRUE,Overhead/packaging conveyor chain (outboard rollers),"engineered,conveyor,special application",alloy steel,,,,,,,,,,,,,21580,96,,,,,,"Renold Conveyor Chain Catalogue (Renold/Jeffrey, renold.com)",,,,,,,171044,,,,,Renold special-engineered chain from application gallery; catalog gives chain no + pitch + breaking load only (no full dim table) -> dims blank.
RENOLD-171260-90,Engineered Class Chains,171260/90,Renold 171260/90 Cranked-link bakery chain,,7,177.8,1,Active,catalog-verified,TRUE,Cranked-link bakery chain,"engineered,conveyor,special application",alloy steel,,,,,,,,,,,,,64070,285,,,,,,"Renold Conveyor Chain Catalogue (Renold/Jeffrey, renold.com)",,,,,,,171260/90,,,,,Renold special-engineered chain from application gallery; catalog gives chain no + pitch + breaking load only (no full dim table) -> dims blank.
RENOLD-588506,Engineered Class Chains,588506,Renold 588506 Roller coaster cranked-link chain,,4.063,103.2,1,Active,catalog-verified,TRUE,Roller coaster cranked-link chain,"engineered,conveyor,special application",alloy steel,,,,,,,,,,,,,149950,667,,,,,,"Renold Conveyor Chain Catalogue (Renold/Jeffrey, renold.com)",,,,,,,588506,,,,,Renold special-engineered chain from application gallery; catalog gives chain no + pitch + breaking load only (no full dim table) -> dims blank.
RENOLD-199232-90,Engineered Class Chains,199232/90,Renold 199232/90 Pipe curing conveyor chain,,7.48,190,1,Active,catalog-verified,TRUE,Pipe curing conveyor chain,"engineered,conveyor,special application",alloy steel,,,,,,,,,,,,,160060,712,,,,,,"Renold Conveyor Chain Catalogue (Renold/Jeffrey, renold.com)",,,,,,,199232/90,,,,,Renold special-engineered chain from application gallery; catalog gives chain no + pitch + breaking load only (no full dim table) -> dims blank.
RENOLD-179701-90,Engineered Class Chains,179701/90,Renold 179701/90 Spaced bucket elevator / steel-mill transfer chain,,12,304.8,1,Active,catalog-verified,TRUE,Spaced bucket elevator / steel-mill transfer chain,"engineered,conveyor,special application",alloy steel,,,,,,,,,,,,,89920,400,,,,,,"Renold Conveyor Chain Catalogue (Renold/Jeffrey, renold.com)",,,,,,,179701/90,,,,,Renold special-engineered chain from application gallery; catalog gives chain no + pitch + breaking load only (no full dim table) -> dims blank.
RENOLD-171320-90,Engineered Class Chains,171320/90,Renold 171320/90 Steriliser chain,,3.5,88.9,1,Active,catalog-verified,TRUE,Steriliser chain,"engineered,conveyor,special application",alloy steel,,,,,,,,,,,,,40020,178,,,,,,"Renold Conveyor Chain Catalogue (Renold/Jeffrey, renold.com)",,,,,,,171320/90,,,,,Renold special-engineered chain from application gallery; catalog gives chain no + pitch + breaking load only (no full dim table) -> dims blank.
RENOLD-6956-PB,Bucket Elevator Chains,6956-PB,Renold Jeffrey 6956-PB Bucket / Super-Capacity Elevator Chain (sealed joint),,6,152.4,1,Active,catalog-verified,TRUE,Bucket / Super-Capacity Elevator Chain (sealed joint),"bucket elevator,cement,bulk handling","alloy steel,heat-treated",,,,3,76.2,,,,,,,,144500,642.8,16000,71.2,,,,Renold Jeffrey Cement/Elevator + Forestry/Wood/Paper Chain Catalogues (renold.com),,,,,,,6956-PB,,,,,Renold Jeffrey bucket elevator chain; middle dimensional columns had OCR column-order uncertainty -> only pitch/inside-width/loads recorded as confident; full dims in catalog. needs_review.
RENOLD-6867-R,Bucket Elevator Chains,6867-R,Renold Jeffrey 6867-R Bucket / Super-Capacity Elevator Chain (sealed joint),,6,152.4,1,Active,catalog-verified,TRUE,Bucket / Super-Capacity Elevator Chain (sealed joint),"bucket elevator,cement,bulk handling","alloy steel,heat-treated",,,,3,76.2,,,,,,,,170000,756.2,14000,62.3,,,,Renold Jeffrey Cement/Elevator + Forestry/Wood/Paper Chain Catalogues (renold.com),,,,,,,6867-R,,,,,Renold Jeffrey bucket elevator chain; middle dimensional columns had OCR column-order uncertainty -> only pitch/inside-width/loads recorded as confident; full dims in catalog. needs_review.
RENOLD-6866-R,Bucket Elevator Chains,6866-R,Renold Jeffrey 6866-R Bucket / Super-Capacity Elevator Chain (sealed joint),,6,152.4,1,Active,catalog-verified,TRUE,Bucket / Super-Capacity Elevator Chain (sealed joint),"bucket elevator,cement,bulk handling","alloy steel,heat-treated",,,,2.5,63.5,,,,,,,,167000,742.9,17400,77.4,,,,Renold Jeffrey Cement/Elevator + Forestry/Wood/Paper Chain Catalogues (renold.com),,,,,,,6866-R,,,,,Renold Jeffrey bucket elevator chain; middle dimensional columns had OCR column-order uncertainty -> only pitch/inside-width/loads recorded as confident; full dims in catalog. needs_review.
RENOLD-6869-R,Bucket Elevator Chains,6869-R,Renold Jeffrey 6869-R Bucket / Super-Capacity Elevator Chain (sealed joint),,6,152.4,1,Active,catalog-verified,TRUE,Bucket / Super-Capacity Elevator Chain (sealed joint),"bucket elevator,cement,bulk handling","alloy steel,heat-treated",,,,3.72,94.49,,,,,,,,267000,1187.7,22000,97.9,,,,Renold Jeffrey Cement/Elevator + Forestry/Wood/Paper Chain Catalogues (renold.com),,,,,,,6869-R,,,,,Renold Jeffrey bucket elevator chain; middle dimensional columns had OCR column-order uncertainty -> only pitch/inside-width/loads recorded as confident; full dims in catalog. needs_review.
RENOLD-6969-R,Bucket Elevator Chains,6969-R,Renold Jeffrey 6969-R Bucket / Super-Capacity Elevator Chain (sealed joint),,6,152.4,1,Active,catalog-verified,TRUE,Bucket / Super-Capacity Elevator Chain (sealed joint),"bucket elevator,cement,bulk handling","alloy steel,heat-treated",,,,3.72,94.49,,,,,,,,275000,1223.3,30000,133.4,,,,Renold Jeffrey Cement/Elevator + Forestry/Wood/Paper Chain Catalogues (renold.com),,,,,,,6969-R,,,,,Renold Jeffrey bucket elevator chain; middle dimensional columns had OCR column-order uncertainty -> only pitch/inside-width/loads recorded as confident; full dims in catalog. needs_review.
RENOLD-6864-R,Bucket Elevator Chains,6864-R,Renold Jeffrey 6864-R Bucket / Super-Capacity Elevator Chain (sealed joint),,7,177.8,1,Active,catalog-verified,TRUE,Bucket / Super-Capacity Elevator Chain (sealed joint),"bucket elevator,cement,bulk handling","alloy steel,heat-treated",,,,3.72,94.49,,,,,,,,267000,1187.7,22000,97.9,,,,Renold Jeffrey Cement/Elevator + Forestry/Wood/Paper Chain Catalogues (renold.com),,,,,,,6864-R,,,,,Renold Jeffrey bucket elevator chain; middle dimensional columns had OCR column-order uncertainty -> only pitch/inside-width/loads recorded as confident; full dims in catalog. needs_review.
RENOLD-6684,Bucket Elevator Chains,6684,Renold Jeffrey 6684 Bucket / Super-Capacity Elevator Chain (sealed joint),,7,177.8,1,Active,catalog-verified,TRUE,Bucket / Super-Capacity Elevator Chain (sealed joint),"bucket elevator,cement,bulk handling","alloy steel,heat-treated",,,,3.75,95.25,,,,,,,,270000,1201.0,24000,106.8,,,,Renold Jeffrey Cement/Elevator + Forestry/Wood/Paper Chain Catalogues (renold.com),,,,,,,6684,,,,,Renold Jeffrey bucket elevator chain; middle dimensional columns had OCR column-order uncertainty -> only pitch/inside-width/loads recorded as confident; full dims in catalog. needs_review.
RENOLD-6875-R,Bucket Elevator Chains,6875-R,Renold Jeffrey 6875-R Bucket / Super-Capacity Elevator Chain (sealed joint),,7,177.8,1,Active,catalog-verified,TRUE,Bucket / Super-Capacity Elevator Chain (sealed joint),"bucket elevator,cement,bulk handling","alloy steel,heat-treated",,,,3.75,95.25,,,,,,,,275000,1223.3,30000,133.4,,,,Renold Jeffrey Cement/Elevator + Forestry/Wood/Paper Chain Catalogues (renold.com),,,,,,,6875-R,,,,,Renold Jeffrey bucket elevator chain; middle dimensional columns had OCR column-order uncertainty -> only pitch/inside-width/loads recorded as confident; full dims in catalog. needs_review.
RENOLD-6874,Bucket Elevator Chains,6874,Renold Jeffrey 6874 Bucket / Super-Capacity Elevator Chain (sealed joint),,7,177.8,1,Active,catalog-verified,TRUE,Bucket / Super-Capacity Elevator Chain (sealed joint),"bucket elevator,cement,bulk handling","alloy steel,heat-treated",,,,4,101.6,,,,,,,,420000,1868.3,38000,169.0,,,,Renold Jeffrey Cement/Elevator + Forestry/Wood/Paper Chain Catalogues (renold.com),,,,,,,6874,,,,,Renold Jeffrey bucket elevator chain; middle dimensional columns had OCR column-order uncertainty -> only pitch/inside-width/loads recorded as confident; full dims in catalog. needs_review.
RENOLD-3252-PR,Bucket Elevator Chains,3252-PR,Renold Jeffrey 3252-PR Bucket / Super-Capacity Elevator Chain (sealed joint),,9,228.6,1,Active,catalog-verified,TRUE,Bucket / Super-Capacity Elevator Chain (sealed joint),"bucket elevator,cement,bulk handling","alloy steel,heat-treated",,,,2.63,66.8,,,,,,,,116000,516.0,12650,56.3,,,,Renold Jeffrey Cement/Elevator + Forestry/Wood/Paper Chain Catalogues (renold.com),,,,,,,3252-PR,,,,,Renold Jeffrey bucket elevator chain; middle dimensional columns had OCR column-order uncertainty -> only pitch/inside-width/loads recorded as confident; full dims in catalog. needs_review.
RENOLD-4035-PB,Bucket Elevator Chains,4035-PB,Renold Jeffrey 4035-PB Bucket / Super-Capacity Elevator Chain (sealed joint),,9,228.6,1,Active,catalog-verified,TRUE,Bucket / Super-Capacity Elevator Chain (sealed joint),"bucket elevator,cement,bulk handling","alloy steel,heat-treated",,,,3.16,80.26,,,,,,,,131700,585.8,16400,73.0,,,,Renold Jeffrey Cement/Elevator + Forestry/Wood/Paper Chain Catalogues (renold.com),,,,,,,4035-PB,,,,,Renold Jeffrey bucket elevator chain; middle dimensional columns had OCR column-order uncertainty -> only pitch/inside-width/loads recorded as confident; full dims in catalog. needs_review.
RENOLD-4065-RJ,Bucket Elevator Chains,4065-RJ,Renold Jeffrey 4065-RJ Bucket / Super-Capacity Elevator Chain (sealed joint),,9,228.6,1,Active,catalog-verified,TRUE,Bucket / Super-Capacity Elevator Chain (sealed joint),"bucket elevator,cement,bulk handling","alloy steel,heat-treated",,,,3.06,77.72,,,,,,,,215000,956.4,19000,84.5,,,,Renold Jeffrey Cement/Elevator + Forestry/Wood/Paper Chain Catalogues (renold.com),,,,,,,4065-RJ,,,,,Renold Jeffrey bucket elevator chain; middle dimensional columns had OCR column-order uncertainty -> only pitch/inside-width/loads recorded as confident; full dims in catalog. needs_review. 4065-RJ = Renold Jeffrey 4065 (suffix RJ to avoid collision with Rexnord 4065).
RENOLD-4037-PB,Bucket Elevator Chains,4037-PB,Renold Jeffrey 4037-PB Bucket / Super-Capacity Elevator Chain (sealed joint),,9,228.6,1,Active,catalog-verified,TRUE,Bucket / Super-Capacity Elevator Chain (sealed joint),"bucket elevator,cement,bulk handling","alloy steel,heat-treated",,,,3.25,82.55,,,,,,,,253000,1125.4,27000,120.1,,,,Renold Jeffrey Cement/Elevator + Forestry/Wood/Paper Chain Catalogues (renold.com),,,,,,,4037-PB,,,,,Renold Jeffrey bucket elevator chain; middle dimensional columns had OCR column-order uncertainty -> only pitch/inside-width/loads recorded as confident; full dims in catalog. needs_review.
RENOLD-6859-R,Bucket Elevator Chains,6859-R,Renold Jeffrey 6859-R Bucket / Super-Capacity Elevator Chain (sealed joint),,9,228.6,1,Active,catalog-verified,TRUE,Bucket / Super-Capacity Elevator Chain (sealed joint),"bucket elevator,cement,bulk handling","alloy steel,heat-treated",,,,2.5,63.5,,,,,,,,130000,578.3,14000,62.3,,,,Renold Jeffrey Cement/Elevator + Forestry/Wood/Paper Chain Catalogues (renold.com),,,,,,,6859-R,,,,,Renold Jeffrey bucket elevator chain; middle dimensional columns had OCR column-order uncertainty -> only pitch/inside-width/loads recorded as confident; full dims in catalog. needs_review.
RENOLD-6881-AR,Bucket Elevator Chains,6881-AR,Renold Jeffrey 6881-AR Bucket / Super-Capacity Elevator Chain (sealed joint),,9,228.6,1,Active,catalog-verified,TRUE,Bucket / Super-Capacity Elevator Chain (sealed joint),"bucket elevator,cement,bulk handling","alloy steel,heat-treated",,,,3,76.2,,,,,,,,260000,1156.5,24500,109.0,,,,Renold Jeffrey Cement/Elevator + Forestry/Wood/Paper Chain Catalogues (renold.com),,,,,,,6881-AR,,,,,Renold Jeffrey bucket elevator chain; middle dimensional columns had OCR column-order uncertainty -> only pitch/inside-width/loads recorded as confident; full dims in catalog. needs_review.
RENOLD-6889-PB,Bucket Elevator Chains,6889-PB,Renold Jeffrey 6889-PB Bucket / Super-Capacity Elevator Chain (sealed joint),,9,228.6,1,Active,catalog-verified,TRUE,Bucket / Super-Capacity Elevator Chain (sealed joint),"bucket elevator,cement,bulk handling","alloy steel,heat-treated",,,,2.75,69.85,,,,,,,,260000,1156.5,26000,115.7,,,,Renold Jeffrey Cement/Elevator + Forestry/Wood/Paper Chain Catalogues (renold.com),,,,,,,6889-PB,,,,,Renold Jeffrey bucket elevator chain; middle dimensional columns had OCR column-order uncertainty -> only pitch/inside-width/loads recorded as confident; full dims in catalog. needs_review.
RENOLD-WS5157-H,Drag / Scraper Chains,WS5157-H,Renold Jeffrey WS5157-H Hard-Face Welded Steel Drag Chain,,6.05,153.67,1,Active,catalog-verified,FALSE,Hard-Face Welded Steel Drag Chain,"drag,scraper,cement,welded steel,high temperature","alloy steel,heat-treated",,,,3,76.2,1.125,28.57,,,23,34.224,,180000,800.7,18200,81.0,,538,,Renold Jeffrey Cement/Elevator + Forestry/Wood/Paper Chain Catalogues (renold.com),,,,,,,WS5157-H,,,,,Hard-face (H/HHF) welded drag chain; runs in material temps up to 1000F.
RENOLD-WS6067-HHF,Drag / Scraper Chains,WS6067-HHF,Renold Jeffrey WS6067-HHF Hard-Face Welded Steel Drag Chain,,9,228.6,1,Active,catalog-verified,FALSE,Hard-Face Welded Steel Drag Chain,"drag,scraper,cement,welded steel,high temperature","alloy steel,heat-treated",,,,3.625,92.07,1.25,31.75,,,27,40.176,,230000,1023.1,24300,108.1,,538,,Renold Jeffrey Cement/Elevator + Forestry/Wood/Paper Chain Catalogues (renold.com),,,,,,,WS6067-HHF,,,,,Hard-face (H/HHF) welded drag chain; runs in material temps up to 1000F.
RENOLD-WS6267-HHF,Drag / Scraper Chains,WS6267-HHF,Renold Jeffrey WS6267-HHF Hard-Face Welded Steel Drag Chain,,9,228.6,1,Active,catalog-verified,FALSE,Hard-Face Welded Steel Drag Chain,"drag,scraper,cement,welded steel,high temperature","alloy steel,heat-treated",,,,3.63,92.2,1.375,34.92,,,27,40.176,,210000,934.1,26700,118.8,,538,,Renold Jeffrey Cement/Elevator + Forestry/Wood/Paper Chain Catalogues (renold.com),,,,,,,WS6267-HHF,,,,,Hard-face (H/HHF) welded drag chain; runs in material temps up to 1000F.
RENOLD-WS5121-HHF,Drag / Scraper Chains,WS5121-HHF,Renold Jeffrey WS5121-HHF Hard-Face Welded Steel Drag Chain,,9,228.6,1,Active,catalog-verified,FALSE,Hard-Face Welded Steel Drag Chain,"drag,scraper,cement,welded steel,high temperature","alloy steel,heat-treated",,,,3.63,92.2,1.25,31.75,,,35,52.08,,275000,1223.3,27600,122.8,,538,,Renold Jeffrey Cement/Elevator + Forestry/Wood/Paper Chain Catalogues (renold.com),,,,,,,WS5121-HHF,,,,,Hard-face (H/HHF) welded drag chain; runs in material temps up to 1000F.
RENOLD-WS5221-HHF,Drag / Scraper Chains,WS5221-HHF,Renold Jeffrey WS5221-HHF Hard-Face Welded Steel Drag Chain,,9,228.6,1,Active,catalog-verified,FALSE,Hard-Face Welded Steel Drag Chain,"drag,scraper,cement,welded steel,high temperature","alloy steel,heat-treated",,,,3.63,92.2,1.375,34.92,,,36,53.568,,305000,1356.7,30300,134.8,,538,,Renold Jeffrey Cement/Elevator + Forestry/Wood/Paper Chain Catalogues (renold.com),,,,,,,WS5221-HHF,,,,,Hard-face (H/HHF) welded drag chain; runs in material temps up to 1000F.
RENOLD-WS6121-HHF,Drag / Scraper Chains,WS6121-HHF,Renold Jeffrey WS6121-HHF Hard-Face Welded Steel Drag Chain,,9,228.6,1,Active,catalog-verified,FALSE,Hard-Face Welded Steel Drag Chain,"drag,scraper,cement,welded steel,high temperature","alloy steel,heat-treated",,,,3.63,92.2,1.25,31.75,,,36,53.568,,275000,1223.3,27600,122.8,,538,,Renold Jeffrey Cement/Elevator + Forestry/Wood/Paper Chain Catalogues (renold.com),,,,,,,WS6121-HHF,,,,,Hard-face (H/HHF) welded drag chain; runs in material temps up to 1000F.
RENOLD-WS6221-HHF,Drag / Scraper Chains,WS6221-HHF,Renold Jeffrey WS6221-HHF Hard-Face Welded Steel Drag Chain,,9,228.6,1,Active,catalog-verified,FALSE,Hard-Face Welded Steel Drag Chain,"drag,scraper,cement,welded steel,high temperature","alloy steel,heat-treated",,,,3.63,92.2,1.375,34.92,,,36,53.568,,305000,1356.7,30300,134.8,,538,,Renold Jeffrey Cement/Elevator + Forestry/Wood/Paper Chain Catalogues (renold.com),,,,,,,WS6221-HHF,,,,,Hard-face (H/HHF) welded drag chain; runs in material temps up to 1000F.
RENOLD-WS78,Welded Steel Chains,WS78,Renold Jeffrey WS78 Engineering Class Welded Steel Mill Chain,,2.609,66.27,1,Active,catalog-verified,TRUE,Engineering Class Welded Steel Mill Chain,"sawmill,mill,welded steel,forestry,conveyor,lumber","alloy steel,heat-treated,carbon steel",,0.875,22.22,1.5,38.1,0.5,12.7,1.125,28.57,3.9,5.803,"{""overall_width_in"": ""2 7/16"", ""length_bearing_in"": ""1 5/8"", ""sidebar_thk_in"": ""1/4"", ""max_sprocket_thk_in"": ""3/4""}",24000,106.8,3000,13.3,,,,Renold Jeffrey Cement/Elevator + Forestry/Wood/Paper Chain Catalogues (renold.com),,,,WS78,,,WS78,,,,,"Base chain. Catalog also lists 'P' variant (WS78P) with higher ratings (see WS78P record). | MERGE CONFLICT with macchain — kept baseline, both values: roller_dia_in: 0.875 (renold) vs 0.84 (macchain); plate_height_in: 1.125 (renold) vs 1.25 (macchain); tensile_lbs: 24000 (renold) vs 29800 (macchain); tensile_kn: 106.8 (renold) vs 132.6 (macchain)."
RENOLD-WS78P,Welded Steel Chains,WS78P,Renold Jeffrey WS78P Engineering Class Welded Steel Mill Chain (P variant),,2.609,66.27,1,Active,catalog-verified,TRUE,Engineering Class Welded Steel Mill Chain (P variant),"sawmill,mill,welded steel,forestry,conveyor","alloy steel,heat-treated",,0.875,22.22,1.5,38.1,0.5,12.7,1.125,28.57,3.9,5.803,,30000,133.4,3500,15.6,,,,Renold Jeffrey Cement/Elevator + Forestry/Wood/Paper Chain Catalogues (renold.com),,,,,,,WS78P,,,,,'P' variant of WS78 (higher ultimate/working). Base/P load pairing per ch.13 ordering; ch.21 printed same numbers in different order (extraction column-jumble) -> verify.
RENOLD-WS82,Welded Steel Chains,WS82,Renold Jeffrey WS82 Engineering Class Welded Steel Mill Chain,,3.075,78.11,1,Active,catalog-verified,FALSE,Engineering Class Welded Steel Mill Chain,"sawmill,mill,welded steel,forestry,conveyor","alloy steel,heat-treated",,1.219,30.96,1.75,44.45,0.563,14.3,1.25,31.75,5.5,8.184,,26000,115.7,3750,16.7,,,,Renold Jeffrey Cement/Elevator + Forestry/Wood/Paper Chain Catalogues (renold.com),,,,,,,WS82,,,,,Base chain. Catalog also lists 'P' variant (WS82P) with higher ratings (see WS82P record).
RENOLD-WS82P,Welded Steel Chains,WS82P,Renold Jeffrey WS82P Engineering Class Welded Steel Mill Chain (P variant),,3.075,78.11,1,Active,catalog-verified,TRUE,Engineering Class Welded Steel Mill Chain (P variant),"sawmill,mill,welded steel,forestry,conveyor","alloy steel,heat-treated",,1.219,30.96,1.75,44.45,0.563,14.3,1.25,31.75,5.5,8.184,,35000,155.7,4400,19.6,,,,Renold Jeffrey Cement/Elevator + Forestry/Wood/Paper Chain Catalogues (renold.com),,,,,,,WS82P,,,,,'P' variant of WS82 (higher ultimate/working). Base/P load pairing per ch.13 ordering; ch.21 printed same numbers in different order (extraction column-jumble) -> verify.
RENOLD-WS82H,Welded Steel Chains,WS82H,Renold Jeffrey WS82H Engineering Class Welded Steel Mill Chain,,3.075,78.11,1,Active,catalog-verified,FALSE,Engineering Class Welded Steel Mill Chain,"sawmill,mill,welded steel,forestry,conveyor","alloy steel,heat-treated",,1.219,30.96,1.75,44.45,0.563,14.3,1.25,31.75,7.1,10.565,,26000,115.7,4600,20.5,,,,Renold Jeffrey Cement/Elevator + Forestry/Wood/Paper Chain Catalogues (renold.com),,,,,,,WS82H,,,,,Base chain. Catalog also lists 'P' variant (WS82HP) with higher ratings (see WS82HP record).
RENOLD-WS82HP,Welded Steel Chains,WS82HP,Renold Jeffrey WS82HP Engineering Class Welded Steel Mill Chain (P variant),,3.075,78.11,1,Active,catalog-verified,TRUE,Engineering Class Welded Steel Mill Chain (P variant),"sawmill,mill,welded steel,forestry,conveyor","alloy steel,heat-treated",,1.219,30.96,1.75,44.45,0.563,14.3,1.25,31.75,7.1,10.565,,35000,155.7,5400,24.0,,,,Renold Jeffrey Cement/Elevator + Forestry/Wood/Paper Chain Catalogues (renold.com),,,,,,,WS82HP,,,,,'P' variant of WS82H (higher ultimate/working). Base/P load pairing per ch.13 ordering; ch.21 printed same numbers in different order (extraction column-jumble) -> verify.
RENOLD-WS784,Welded Steel Chains,WS784,Renold Jeffrey WS784 Engineering Class Welded Steel Mill Chain,,4,101.6,1,Active,catalog-verified,FALSE,Engineering Class Welded Steel Mill Chain,"sawmill,mill,welded steel,forestry,conveyor","alloy steel,heat-treated",,0.875,22.22,1.5,38.1,0.5,12.7,1.125,28.57,3.3,4.91,,24000,106.8,3000,13.3,,,,Renold Jeffrey Cement/Elevator + Forestry/Wood/Paper Chain Catalogues (renold.com),,,,,,,WS784,,,,,Base chain. Catalog also lists 'P' variant (WS784P) with higher ratings (see WS784P record).
RENOLD-WS784P,Welded Steel Chains,WS784P,Renold Jeffrey WS784P Engineering Class Welded Steel Mill Chain (P variant),,4,101.6,1,Active,catalog-verified,TRUE,Engineering Class Welded Steel Mill Chain (P variant),"sawmill,mill,welded steel,forestry,conveyor","alloy steel,heat-treated",,0.875,22.22,1.5,38.1,0.5,12.7,1.125,28.57,3.3,4.91,,30000,133.4,3500,15.6,,,,Renold Jeffrey Cement/Elevator + Forestry/Wood/Paper Chain Catalogues (renold.com),,,,,,,WS784P,,,,,'P' variant of WS784 (higher ultimate/working). Base/P load pairing per ch.13 ordering; ch.21 printed same numbers in different order (extraction column-jumble) -> verify.
RENOLD-WS124,Welded Steel Chains,WS124,Renold Jeffrey WS124 Engineering Class Welded Steel Mill Chain,,4,101.6,1,Active,catalog-verified,FALSE,Engineering Class Welded Steel Mill Chain,"sawmill,mill,welded steel,forestry,conveyor","alloy steel,heat-treated",,1.438,36.53,2.06,52.32,0.75,19.05,1.5,38.1,8.5,12.648,,46000,204.6,6300,28.0,,,,Renold Jeffrey Cement/Elevator + Forestry/Wood/Paper Chain Catalogues (renold.com),,,,,,,WS124,,,,,Base chain. Catalog also lists 'P' variant (WS124P) with higher ratings (see WS124P record).
RENOLD-WS124P,Welded Steel Chains,WS124P,Renold Jeffrey WS124P Engineering Class Welded Steel Mill Chain (P variant),,4,101.6,1,Active,catalog-verified,TRUE,Engineering Class Welded Steel Mill Chain (P variant),"sawmill,mill,welded steel,forestry,conveyor","alloy steel,heat-treated",,1.438,36.53,2.06,52.32,0.75,19.05,1.5,38.1,8.5,12.648,,60000,266.9,7350,32.7,,,,Renold Jeffrey Cement/Elevator + Forestry/Wood/Paper Chain Catalogues (renold.com),,,,,,,WS124P,,,,,'P' variant of WS124 (higher ultimate/working). Base/P load pairing per ch.13 ordering; ch.21 printed same numbers in different order (extraction column-jumble) -> verify.
RENOLD-WS124HD,Welded Steel Chains,WS124HD,Renold Jeffrey WS124HD Engineering Class Welded Steel Mill Chain,,4.063,103.2,1,Active,catalog-verified,FALSE,Engineering Class Welded Steel Mill Chain,"sawmill,mill,welded steel,forestry,conveyor","alloy steel,heat-treated",,1.625,41.27,2,50.8,0.875,22.22,2,50.8,14.4,21.427,,84000,373.7,7850,34.9,,,,Renold Jeffrey Cement/Elevator + Forestry/Wood/Paper Chain Catalogues (renold.com),,,,,,,WS124HD,,,,,Base chain. Catalog also lists 'P' variant (WS124HDP) with higher ratings (see WS124HDP record).
RENOLD-WS124HDP,Welded Steel Chains,WS124HDP,Renold Jeffrey WS124HDP Engineering Class Welded Steel Mill Chain (P variant),,4.063,103.2,1,Active,catalog-verified,TRUE,Engineering Class Welded Steel Mill Chain (P variant),"sawmill,mill,welded steel,forestry,conveyor","alloy steel,heat-treated",,1.625,41.27,2,50.8,0.875,22.22,2,50.8,14.4,21.427,,90000,400.3,9150,40.7,,,,Renold Jeffrey Cement/Elevator + Forestry/Wood/Paper Chain Catalogues (renold.com),,,,,,,WS124HDP,,,,,'P' variant of WS124HD (higher ultimate/working). Base/P load pairing per ch.13 ordering; ch.21 printed same numbers in different order (extraction column-jumble) -> verify.
RENOLD-WS111,Welded Steel Chains,WS111,Renold Jeffrey WS111 Engineering Class Welded Steel Mill Chain,,4.76,120.9,1,Active,catalog-verified,FALSE,Engineering Class Welded Steel Mill Chain,"sawmill,mill,welded steel,forestry,conveyor","alloy steel,heat-treated",,1.438,36.53,2.625,66.67,0.75,19.05,1.5,38.1,8.4,12.499,,46000,204.6,7550,33.6,,,,Renold Jeffrey Cement/Elevator + Forestry/Wood/Paper Chain Catalogues (renold.com),,,,,,,WS111,,,,,Base chain. Catalog also lists 'P' variant (WS111P) with higher ratings (see WS111P record).
RENOLD-WS111P,Welded Steel Chains,WS111P,Renold Jeffrey WS111P Engineering Class Welded Steel Mill Chain (P variant),,4.76,120.9,1,Active,catalog-verified,TRUE,Engineering Class Welded Steel Mill Chain (P variant),"sawmill,mill,welded steel,forestry,conveyor","alloy steel,heat-treated",,1.438,36.53,2.625,66.67,0.75,19.05,1.5,38.1,8.4,12.499,,58600,260.7,8850,39.4,,,,Renold Jeffrey Cement/Elevator + Forestry/Wood/Paper Chain Catalogues (renold.com),,,,,,,WS111P,,,,,'P' variant of WS111 (higher ultimate/working). Base/P load pairing per ch.13 ordering; ch.21 printed same numbers in different order (extraction column-jumble) -> verify.
RENOLD-WS106,Welded Steel Chains,WS106,Renold Jeffrey WS106 Engineering Class Welded Steel Mill Chain,,6,152.4,1,Active,catalog-verified,FALSE,Engineering Class Welded Steel Mill Chain,"sawmill,mill,welded steel,forestry,conveyor","alloy steel,heat-treated",,1.375,34.92,2.063,52.4,0.75,19.05,1.5,38.1,6.7,9.97,,37000,164.6,6300,28.0,,,,Renold Jeffrey Cement/Elevator + Forestry/Wood/Paper Chain Catalogues (renold.com),,,,,,,WS106,,,,,Base chain. Catalog also lists 'P' variant (WS106P) with higher ratings (see WS106P record).
